TransactionID,CustomerID,ProductID,Quantity,TotalValue,Price_x,CustomerName,Region,SignupDate,SignupYear,SignupMonth,SignupDay,ProductName,Category,Price_y,Transaction_Year,Transaction_Month,Transaction_Day
T00136,C0010,P049,2,295.9,147.95,Aaron Cox,Europe,2022-12-15,2022,12,15,TechPro Textbook,Books,147.95,2024,2,22
T00237,C0065,P049,2,295.9,147.95,Gerald Hines,North America,2024-07-10,2024,7,10,TechPro Textbook,Books,147.95,2024,2,27
T00239,C0132,P049,2,295.9,147.95,Lisa Jackson,Europe,2023-02-01,2023,2,1,TechPro Textbook,Books,147.95,2024,12,6
T00310,C0068,P049,2,295.9,147.95,Mark Cox,North America,2023-04-04,2023,4,4,TechPro Textbook,Books,147.95,2024,5,18
T00470,C0123,P049,1,147.95,147.95,Jason Johnston,Asia,2023-11-05,2023,11,5,TechPro Textbook,Books,147.95,2024,11,13
T00551,C0018,P049,3,443.85,147.95,Tyler Haynes,North America,2024-09-21,2024,9,21,TechPro Textbook,Books,147.95,2024,2,23
T00563,C0064,P049,1,147.95,147.95,Martha Montgomery,Europe,2023-10-22,2023,10,22,TechPro Textbook,Books,147.95,2024,1,16
T00567,C0121,P049,2,295.9,147.95,Mark Atkinson,Europe,2023-07-23,2023,7,23,TechPro Textbook,Books,147.95,2024,9,27
T00620,C0041,P049,4,591.8,147.95,Lindsey Deleon,Europe,2023-12-27,2023,12,27,TechPro Textbook,Books,147.95,2024,1,5
T00650,C0070,P049,4,591.8,147.95,Timothy Perez,Europe,2022-03-15,2022,3,15,TechPro Textbook,Books,147.95,2024,10,7
T00818,C0161,P049,1,147.95,147.95,Jessica Warren,Asia,2022-03-14,2022,3,14,TechPro Textbook,Books,147.95,2024,1,1
T00923,C0173,P049,1,147.95,147.95,Francisco Young,Asia,2022-10-06,2022,10,6,TechPro Textbook,Books,147.95,2024,7,19
T00970,C0132,P049,4,591.8,147.95,Lisa Jackson,Europe,2023-02-01,2023,2,1,TechPro Textbook,Books,147.95,2024,11,17
T00005,C0150,P087,2,580.34,290.17,Angela Williams,South America,2022-09-13,2022,9,13,TechPro Running Shoes,Clothing,290.17,2024,5,25
T00037,C0176,P087,4,1160.68,290.17,Nicole Booth,North America,2022-03-23,2022,3,23,TechPro Running Shoes,Clothing,290.17,2024,3,9
T00206,C0167,P087,2,580.34,290.17,Brandy Welch,Europe,2024-01-27,2024,1,27,TechPro Running Shoes,Clothing,290.17,2024,5,5
T00208,C0184,P087,1,290.17,290.17,Tina Jacobs,South America,2022-05-13,2022,5,13,TechPro Running Shoes,Clothing,290.17,2024,8,14
T00485,C0184,P087,1,290.17,290.17,Tina Jacobs,South America,2022-05-13,2022,5,13,TechPro Running Shoes,Clothing,290.17,2024,5,13
T00488,C0034,P087,2,580.34,290.17,Dalton Perez,North America,2023-09-27,2023,9,27,TechPro Running Shoes,Clothing,290.17,2024,10,21
T00497,C0053,P087,4,1160.68,290.17,Albert Burke,Europe,2022-06-18,2022,6,18,TechPro Running Shoes,Clothing,290.17,2024,6,21
T00684,C0102,P087,1,290.17,290.17,Michael Atkinson,South America,2022-09-16,2022,9,16,TechPro Running Shoes,Clothing,290.17,2024,7,17
T00846,C0134,P087,4,1160.68,290.17,Theresa Gonzalez,Asia,2022-02-19,2022,2,19,TechPro Running Shoes,Clothing,290.17,2024,11,10
T00875,C0086,P087,2,580.34,290.17,Stephanie Peterson,Europe,2022-09-18,2022,9,18,TechPro Running Shoes,Clothing,290.17,2024,9,26
T00880,C0036,P087,3,870.51,290.17,Brian Aguilar DDS,North America,2024-07-06,2024,7,6,TechPro Running Shoes,Clothing,290.17,2024,11,2
T00953,C0056,P087,2,580.34,290.17,Erika Fernandez,Asia,2024-04-12,2024,4,12,TechPro Running Shoes,Clothing,290.17,2024,3,7
T00006,C0076,P053,3,824.82,274.94,Emily Roberts,South America,2024-02-11,2024,2,11,TechPro Rug,Home Decor,274.94,2024,12,1
T00010,C0194,P053,1,274.94,274.94,Stacy Cook,North America,2024-05-04,2024,5,4,TechPro Rug,Home Decor,274.94,2024,3,14
T00175,C0146,P053,3,824.82,274.94,Brittany Harvey,Asia,2024-09-04,2024,9,4,TechPro Rug,Home Decor,274.94,2024,12,18
T00269,C0124,P053,4,1099.76,274.94,Lindsay Perez,Europe,2024-08-26,2024,8,26,TechPro Rug,Home Decor,274.94,2024,2,6
T00293,C0053,P053,3,824.82,274.94,Albert Burke,Europe,2022-06-18,2022,6,18,TechPro Rug,Home Decor,274.94,2024,7,11
T00568,C0065,P053,1,274.94,274.94,Gerald Hines,North America,2024-07-10,2024,7,10,TechPro Rug,Home Decor,274.94,2024,9,18
T00602,C0024,P053,1,274.94,274.94,Michele Cooley,North America,2024-02-05,2024,2,5,TechPro Rug,Home Decor,274.94,2024,4,26
T00744,C0004,P053,4,1099.76,274.94,Kathleen Rodriguez,South America,2022-10-09,2022,10,9,TechPro Rug,Home Decor,274.94,2024,3,11
T00952,C0139,P053,1,274.94,274.94,Ricky Gutierrez,North America,2022-03-14,2022,3,14,TechPro Rug,Home Decor,274.94,2024,10,6
T00968,C0133,P053,4,1099.76,274.94,Gwendolyn Carter,South America,2023-03-11,2023,3,11,TechPro Rug,Home Decor,274.94,2024,12,5
T00007,C0173,P023,4,1818.12,454.53,Francisco Young,Asia,2022-10-06,2022,10,6,ActiveWear Cookware Set,Home Decor,454.53,2024,5,6
T00089,C0076,P023,1,454.53,454.53,Emily Roberts,South America,2024-02-11,2024,2,11,ActiveWear Cookware Set,Home Decor,454.53,2024,6,19
T00158,C0012,P023,2,909.06,454.53,Kevin May,South America,2024-08-07,2024,8,7,ActiveWear Cookware Set,Home Decor,454.53,2024,5,30
T00349,C0184,P023,1,454.53,454.53,Tina Jacobs,South America,2022-05-13,2022,5,13,ActiveWear Cookware Set,Home Decor,454.53,2024,4,18
T00455,C0128,P023,1,454.53,454.53,Henry Leach,Asia,2023-05-29,2023,5,29,ActiveWear Cookware Set,Home Decor,454.53,2024,1,8
T00501,C0158,P023,3,1363.59,454.53,Wendy Browning,South America,2023-04-12,2023,4,12,ActiveWear Cookware Set,Home Decor,454.53,2024,9,4
T00721,C0012,P023,3,1363.59,454.53,Kevin May,South America,2024-08-07,2024,8,7,ActiveWear Cookware Set,Home Decor,454.53,2024,12,8
T00749,C0133,P023,2,909.06,454.53,Gwendolyn Carter,South America,2023-03-11,2023,3,11,ActiveWear Cookware Set,Home Decor,454.53,2024,6,20
T00997,C0164,P023,4,1818.12,454.53,Morgan Perez,Europe,2023-06-01,2023,6,1,ActiveWear Cookware Set,Home Decor,454.53,2024,11,1
T00008,C0067,P069,1,100.81,100.81,Carl Gonzalez,North America,2023-07-06,2023,7,6,BookWorld Biography,Books,100.81,2024,10,17
T00035,C0142,P069,2,201.62,100.81,Nicole Long DVM,Asia,2024-02-08,2024,2,8,BookWorld Biography,Books,100.81,2024,8,20
T00140,C0121,P069,2,201.62,100.81,Mark Atkinson,Europe,2023-07-23,2023,7,23,BookWorld Biography,Books,100.81,2024,3,18
T00187,C0032,P069,1,100.81,100.81,Dustin Campbell,South America,2024-04-17,2024,4,17,BookWorld Biography,Books,100.81,2024,2,24
T00194,C0063,P069,1,100.81,100.81,Wayne Ferguson,Europe,2024-02-05,2024,2,5,BookWorld Biography,Books,100.81,2024,9,28
T00228,C0113,P069,2,201.62,100.81,Joseph Ortiz Jr.,South America,2022-06-17,2022,6,17,BookWorld Biography,Books,100.81,2024,4,21
T00232,C0136,P069,3,302.43,100.81,Kristen Holder,Asia,2024-03-14,2024,3,14,BookWorld Biography,Books,100.81,2024,11,10
T00355,C0017,P069,2,201.62,100.81,Jennifer King,Europe,2023-12-05,2023,12,5,BookWorld Biography,Books,100.81,2024,1,12
T00448,C0194,P069,2,201.62,100.81,Stacy Cook,North America,2024-05-04,2024,5,4,BookWorld Biography,Books,100.81,2024,10,22
T00561,C0172,P069,1,100.81,100.81,Jamie Webb,Europe,2024-09-09,2024,9,9,BookWorld Biography,Books,100.81,2024,5,14
T00828,C0068,P069,4,403.24,100.81,Mark Cox,North America,2023-04-04,2023,4,4,BookWorld Biography,Books,100.81,2024,6,4
T00852,C0125,P069,3,302.43,100.81,Nicholas Taylor,North America,2022-12-18,2022,12,18,BookWorld Biography,Books,100.81,2024,8,24
T00009,C0086,P095,4,909.04,227.26,Stephanie Peterson,Europe,2022-09-18,2022,9,18,BookWorld Cookware Set,Home Decor,227.26,2024,4,6
T00155,C0002,P095,2,454.52,227.26,Elizabeth Lutz,Asia,2022-02-13,2022,2,13,BookWorld Cookware Set,Home Decor,227.26,2024,7,12
T00644,C0008,P095,1,227.26,227.26,David Li,North America,2024-01-13,2024,1,13,BookWorld Cookware Set,Home Decor,227.26,2024,6,13
T00685,C0017,P095,2,454.52,227.26,Jennifer King,Europe,2023-12-05,2023,12,5,BookWorld Cookware Set,Home Decor,227.26,2024,5,11
T00800,C0122,P095,3,681.78,227.26,Corey Ruiz,North America,2022-05-06,2022,5,6,BookWorld Cookware Set,Home Decor,227.26,2024,8,25
T00961,C0109,P095,3,681.78,227.26,Abigail Jones,North America,2022-05-09,2022,5,9,BookWorld Cookware Set,Home Decor,227.26,2024,11,2
T00965,C0071,P095,4,909.04,227.26,Taylor Murphy,South America,2022-07-01,2022,7,1,BookWorld Cookware Set,Home Decor,227.26,2024,8,23
T00011,C0162,P062,1,374.16,374.16,Edwin Watson,Asia,2022-03-29,2022,3,29,HomeSense Novel,Books,374.16,2024,4,3
T00041,C0141,P062,4,1496.64,374.16,Paul Parsons,Europe,2023-02-23,2023,2,23,HomeSense Novel,Books,374.16,2024,2,13
T00146,C0155,P062,2,748.32,374.16,Michelle Brown,South America,2023-03-23,2023,3,23,HomeSense Novel,Books,374.16,2024,7,24
T00190,C0156,P062,2,748.32,374.16,William Adams,North America,2023-08-19,2023,8,19,HomeSense Novel,Books,374.16,2024,9,25
T00221,C0188,P062,4,1496.64,374.16,Anna Ball,South America,2022-05-17,2022,5,17,HomeSense Novel,Books,374.16,2024,2,28
T00230,C0064,P062,1,374.16,374.16,Martha Montgomery,Europe,2023-10-22,2023,10,22,HomeSense Novel,Books,374.16,2024,12,6
T00364,C0183,P062,2,748.32,374.16,Kimberly Johnson,North America,2024-01-23,2024,1,23,HomeSense Novel,Books,374.16,2024,6,16
T00533,C0191,P062,4,1496.64,374.16,Samantha Gibson DVM,South America,2024-04-07,2024,4,7,HomeSense Novel,Books,374.16,2024,7,12
T00570,C0147,P062,1,374.16,374.16,Hunter Fuller,South America,2022-05-16,2022,5,16,HomeSense Novel,Books,374.16,2024,12,25
T00640,C0087,P062,3,1122.48,374.16,Travis Campbell,South America,2024-04-11,2024,4,11,HomeSense Novel,Books,374.16,2024,9,13
T00649,C0028,P062,3,1122.48,374.16,Jennifer Pena,Asia,2024-06-29,2024,6,29,HomeSense Novel,Books,374.16,2024,1,23
T00664,C0138,P062,4,1496.64,374.16,Cynthia Clayton,Asia,2024-11-01,2024,11,1,HomeSense Novel,Books,374.16,2024,10,2
T00692,C0153,P062,2,748.32,374.16,Justin Smith,South America,2022-03-20,2022,3,20,HomeSense Novel,Books,374.16,2024,6,30
T00723,C0043,P062,2,748.32,374.16,Sandy Short MD,Asia,2023-02-05,2023,2,5,HomeSense Novel,Books,374.16,2024,6,12
T00725,C0135,P062,2,748.32,374.16,Toni Weaver,Europe,2022-08-23,2022,8,23,HomeSense Novel,Books,374.16,2024,10,3
T00944,C0122,P062,2,748.32,374.16,Corey Ruiz,North America,2022-05-06,2022,5,6,HomeSense Novel,Books,374.16,2024,10,8
T00012,C0091,P041,4,1825.12,456.28,Lisa Kirk,South America,2023-03-16,2023,3,16,ComfortLiving Smartphone,Electronics,456.28,2024,3,29
T00034,C0168,P041,4,1825.12,456.28,Karen Clements MD,South America,2022-12-13,2022,12,13,ComfortLiving Smartphone,Electronics,456.28,2024,1,9
T00094,C0012,P041,4,1825.12,456.28,Kevin May,South America,2024-08-07,2024,8,7,ComfortLiving Smartphone,Electronics,456.28,2024,7,14
T00231,C0069,P041,2,912.56,456.28,Stacy Foster,Europe,2023-12-03,2023,12,3,ComfortLiving Smartphone,Electronics,456.28,2024,8,27
T00236,C0184,P041,1,456.28,456.28,Tina Jacobs,South America,2022-05-13,2022,5,13,ComfortLiving Smartphone,Electronics,456.28,2024,2,25
T00261,C0125,P041,2,912.56,456.28,Nicholas Taylor,North America,2022-12-18,2022,12,18,ComfortLiving Smartphone,Electronics,456.28,2024,2,20
T00343,C0173,P041,1,456.28,456.28,Francisco Young,Asia,2022-10-06,2022,10,6,ComfortLiving Smartphone,Electronics,456.28,2024,1,2
T00482,C0066,P041,4,1825.12,456.28,Catherine White,Europe,2024-11-15,2024,11,15,ComfortLiving Smartphone,Electronics,456.28,2024,6,4
T00589,C0186,P041,1,456.28,456.28,Amber Alexander,Asia,2023-10-11,2023,10,11,ComfortLiving Smartphone,Electronics,456.28,2024,10,23
T00597,C0023,P041,3,1368.84,456.28,Nicholas Cain,Europe,2022-03-04,2022,3,4,ComfortLiving Smartphone,Electronics,456.28,2024,7,1
T00881,C0101,P041,3,1368.84,456.28,Kelsey Roberts,Asia,2023-09-30,2023,9,30,ComfortLiving Smartphone,Electronics,456.28,2024,8,19
T00014,C0105,P060,1,155.65,155.65,Ryan Hampton,Europe,2024-11-11,2024,11,11,HomeSense T-Shirt,Clothing,155.65,2024,8,5
T00392,C0072,P060,4,622.6,155.65,Sarah Scott,North America,2024-07-24,2024,7,24,HomeSense T-Shirt,Clothing,155.65,2024,11,2
T00405,C0093,P060,2,311.3,155.65,Nancy Walker,Asia,2024-07-13,2024,7,13,HomeSense T-Shirt,Clothing,155.65,2024,8,2
T00452,C0009,P060,1,155.65,155.65,Joy Clark,Europe,2023-08-14,2023,8,14,HomeSense T-Shirt,Clothing,155.65,2024,3,16
T00642,C0162,P060,4,622.6,155.65,Edwin Watson,Asia,2022-03-29,2022,3,29,HomeSense T-Shirt,Clothing,155.65,2024,8,6
T00768,C0083,P060,1,155.65,155.65,Christina Stark,South America,2022-04-07,2022,4,7,HomeSense T-Shirt,Clothing,155.65,2024,12,17
T00015,C0001,P054,2,114.6,57.3,Lawrence Carroll,South America,2022-07-10,2022,7,10,SoundWave Cookbook,Books,57.3,2024,1,19
T00053,C0039,P054,3,171.9,57.3,Angela Harris,South America,2024-10-13,2024,10,13,SoundWave Cookbook,Books,57.3,2024,9,30
T00203,C0124,P054,4,229.2,57.3,Lindsay Perez,Europe,2024-08-26,2024,8,26,SoundWave Cookbook,Books,57.3,2024,3,31
T00210,C0165,P054,2,114.6,57.3,Juan Mcdaniel,South America,2022-04-09,2022,4,9,SoundWave Cookbook,Books,57.3,2024,8,15
T00262,C0143,P054,1,57.3,57.3,Brian Parker,Asia,2024-05-27,2024,5,27,SoundWave Cookbook,Books,57.3,2024,1,30
T00327,C0165,P054,2,114.6,57.3,Juan Mcdaniel,South America,2022-04-09,2022,4,9,SoundWave Cookbook,Books,57.3,2024,11,27
T00395,C0038,P054,3,171.9,57.3,Jeffrey Perkins,North America,2022-04-16,2022,4,16,SoundWave Cookbook,Books,57.3,2024,3,14
T00423,C0019,P054,3,171.9,57.3,Brandon Rodriguez,Europe,2023-01-12,2023,1,12,SoundWave Cookbook,Books,57.3,2024,11,8
T00581,C0083,P054,2,114.6,57.3,Christina Stark,South America,2022-04-07,2022,4,7,SoundWave Cookbook,Books,57.3,2024,11,13
T00634,C0073,P054,4,229.2,57.3,Heidi Johnson,Europe,2022-08-20,2022,8,20,SoundWave Cookbook,Books,57.3,2024,3,20
T00699,C0156,P054,3,171.9,57.3,William Adams,North America,2023-08-19,2023,8,19,SoundWave Cookbook,Books,57.3,2024,4,21
T00784,C0047,P054,3,171.9,57.3,Samantha Frank,North America,2024-03-22,2024,3,22,SoundWave Cookbook,Books,57.3,2024,8,23
T00808,C0190,P054,4,229.2,57.3,Alexander Lowe,South America,2024-05-31,2024,5,31,SoundWave Cookbook,Books,57.3,2024,7,6
T00873,C0086,P054,4,229.2,57.3,Stephanie Peterson,Europe,2022-09-18,2022,9,18,SoundWave Cookbook,Books,57.3,2024,8,2
T00884,C0171,P054,3,171.9,57.3,Michael Cowan,South America,2022-12-16,2022,12,16,SoundWave Cookbook,Books,57.3,2024,1,28
T00926,C0181,P054,3,171.9,57.3,Alexander Barker,South America,2023-11-16,2023,11,16,SoundWave Cookbook,Books,57.3,2024,8,16
T00016,C0072,P070,2,97.38,48.69,Sarah Scott,North America,2024-07-24,2024,7,24,HomeSense T-Shirt,Clothing,48.69,2024,7,5
T00087,C0108,P070,1,48.69,48.69,David Davis,South America,2022-09-28,2022,9,28,HomeSense T-Shirt,Clothing,48.69,2024,2,16
T00098,C0090,P070,3,146.07,48.69,Charles Hamilton,Asia,2023-10-17,2023,10,17,HomeSense T-Shirt,Clothing,48.69,2024,8,28
T00281,C0126,P070,1,48.69,48.69,Caitlin Brown,South America,2024-02-20,2024,2,20,HomeSense T-Shirt,Clothing,48.69,2024,9,24
T00750,C0056,P070,4,194.76,48.69,Erika Fernandez,Asia,2024-04-12,2024,4,12,HomeSense T-Shirt,Clothing,48.69,2024,12,25
T00762,C0106,P070,4,194.76,48.69,Amanda Mcguire,Asia,2022-09-22,2022,9,22,HomeSense T-Shirt,Clothing,48.69,2024,11,1
T00018,C0166,P010,3,1050.39,350.13,John Rogers,Europe,2022-02-13,2022,2,13,ComfortLiving Smartwatch,Electronics,350.13,2024,9,21
T00068,C0088,P010,3,1050.39,350.13,Carlos Murray,Asia,2023-05-14,2023,5,14,ComfortLiving Smartwatch,Electronics,350.13,2024,9,22
T00243,C0069,P010,2,700.26,350.13,Stacy Foster,Europe,2023-12-03,2023,12,3,ComfortLiving Smartwatch,Electronics,350.13,2024,8,31
T00276,C0113,P010,3,1050.39,350.13,Joseph Ortiz Jr.,South America,2022-06-17,2022,6,17,ComfortLiving Smartwatch,Electronics,350.13,2024,11,27
T00292,C0086,P010,2,700.26,350.13,Stephanie Peterson,Europe,2022-09-18,2022,9,18,ComfortLiving Smartwatch,Electronics,350.13,2024,12,26
T00315,C0125,P010,3,1050.39,350.13,Nicholas Taylor,North America,2022-12-18,2022,12,18,ComfortLiving Smartwatch,Electronics,350.13,2024,4,3
T00372,C0192,P010,1,350.13,350.13,Sarah Arias,South America,2022-09-15,2022,9,15,ComfortLiving Smartwatch,Electronics,350.13,2024,7,22
T00516,C0074,P010,1,350.13,350.13,Jonathan Russo,Europe,2022-05-27,2022,5,27,ComfortLiving Smartwatch,Electronics,350.13,2024,7,29
T00710,C0162,P010,1,350.13,350.13,Edwin Watson,Asia,2022-03-29,2022,3,29,ComfortLiving Smartwatch,Electronics,350.13,2024,1,13
T00830,C0048,P010,2,700.26,350.13,Matthew Park,South America,2024-11-07,2024,11,7,ComfortLiving Smartwatch,Electronics,350.13,2024,1,28
T00986,C0122,P010,2,700.26,350.13,Corey Ruiz,North America,2022-05-06,2022,5,6,ComfortLiving Smartwatch,Electronics,350.13,2024,5,20
T00019,C0006,P040,2,306.38,153.19,Brittany Palmer,South America,2024-01-07,2024,1,7,SoundWave Mystery Book,Books,153.19,2024,6,5
T00137,C0142,P040,4,612.76,153.19,Nicole Long DVM,Asia,2024-02-08,2024,2,8,SoundWave Mystery Book,Books,153.19,2024,4,3
T00347,C0139,P040,2,306.38,153.19,Ricky Gutierrez,North America,2022-03-14,2022,3,14,SoundWave Mystery Book,Books,153.19,2024,1,24
T00359,C0048,P040,4,612.76,153.19,Matthew Park,South America,2024-11-07,2024,11,7,SoundWave Mystery Book,Books,153.19,2024,12,4
T00406,C0171,P040,2,306.38,153.19,Michael Cowan,South America,2022-12-16,2022,12,16,SoundWave Mystery Book,Books,153.19,2024,2,18
T00538,C0119,P040,2,306.38,153.19,David Armstrong,Europe,2023-11-13,2023,11,13,SoundWave Mystery Book,Books,153.19,2024,4,26
T00637,C0184,P040,3,459.57,153.19,Tina Jacobs,South America,2022-05-13,2022,5,13,SoundWave Mystery Book,Books,153.19,2024,9,8
T00704,C0186,P040,4,612.76,153.19,Amber Alexander,Asia,2023-10-11,2023,10,11,SoundWave Mystery Book,Books,153.19,2024,6,21
T00910,C0071,P040,1,153.19,153.19,Taylor Murphy,South America,2022-07-01,2022,7,1,SoundWave Mystery Book,Books,153.19,2024,5,22
T00930,C0193,P040,2,306.38,153.19,Douglas Torres,Asia,2023-02-03,2023,2,3,SoundWave Mystery Book,Books,153.19,2024,5,27
T00936,C0148,P040,4,612.76,153.19,Matthew Rogers,South America,2023-04-16,2023,4,16,SoundWave Mystery Book,Books,153.19,2024,6,11
T00993,C0027,P040,2,306.38,153.19,Justin Heath,Asia,2022-11-09,2022,11,9,SoundWave Mystery Book,Books,153.19,2024,3,8
T00995,C0191,P040,4,612.76,153.19,Samantha Gibson DVM,South America,2024-04-07,2024,4,7,SoundWave Mystery Book,Books,153.19,2024,6,4
T00020,C0153,P007,4,1680.6,420.15,Justin Smith,South America,2022-03-20,2022,3,20,SoundWave Cookbook,Books,420.15,2024,7,16
T00163,C0101,P007,4,1680.6,420.15,Kelsey Roberts,Asia,2023-09-30,2023,9,30,SoundWave Cookbook,Books,420.15,2024,3,13
T00204,C0161,P007,2,840.3,420.15,Jessica Warren,Asia,2022-03-14,2022,3,14,SoundWave Cookbook,Books,420.15,2024,1,31
T00309,C0103,P007,2,840.3,420.15,Jennifer Munoz,Europe,2022-05-15,2022,5,15,SoundWave Cookbook,Books,420.15,2024,8,28
T00421,C0047,P007,1,420.15,420.15,Samantha Frank,North America,2024-03-22,2024,3,22,SoundWave Cookbook,Books,420.15,2024,1,4
